1.0,-0.06,0.0
1.0,-0.04,0.01
1.05,-0.03,-0.01
1.1,0.13,0.19
1.24,0.28,0.25
0.83,0.02,0.04
0.81,0.02,0.29
0.76,-0.0,0.43
0.79,0.13,0.54
0.97,0.21,0.64
1.69,-0.22,0.8
0.51,0.01,-0.55
0.77,-0.32,0.14
1.0,0.01,-0.08
1.01,0.41,-0.06
0.94,-0.05,-0.02
1.17,0.58,-0.03
1.46,0.42,-0.04
1.4,0.34,0.03
0.8,-0.05,-0.16
0.36,-0.24,0.27
1.38,0.06,0.88
0.95,-0.43,-0.3
0.89,-0.04,0.23
0.8,-0.04,-0.09
0.98,0.19,-0.12
1.05,0.46,-0.05
1.24,0.21,-0.23
1.24,0.06,-0.06
0.89,0.11,-0.16
0.6,-0.35,0.1
0.74,-0.16,0.74
1.1,-0.27,-0.17
0.48,-0.18,-0.43
1.27,0.03,0.71
0.66,0.0,-0.15
1.07,-0.19,-0.0
1.11,1.09,0.44
1.05,-0.31,-0.09
0.87,0.3,-0.11
0.39,-0.31,0.09
0.58,-0.17,1.02
0.64,-0.79,-0.2
0.82,-0.36,-0.44
1.03,-0.48,0.57
0.8,0.27,-0.18
1.46,-0.1,0.04
1.55,0.53,0.5
1.42,-0.49,-0.09
0.59,0.03,0.02
0.34,-0.16,0.07
1.71,0.13,1.14
0.84,-1.05,-0.53
0.85,-0.04,-0.42
1.0,0.37,-0.1
0.85,0.09,0.0
1.17,0.33,-0.12
1.48,0.15,0.3
1.1,-0.24,-0.19
0.57,-0.01,-0.07
0.27,-0.21,0.1
1.96,0.37,1.25
1.04,-0.38,-0.51
0.93,-0.01,-0.32
0.99,0.28,-0.17
1.0,0.06,-0.02
1.19,0.3,0.01
1.57,0.32,-0.04
1.64,-0.19,-0.04
0.83,-0.05,-0.09
0.45,0.11,0.07
1.64,-0.09,1.05
1.15,-0.48,0.46
0.61,-0.16,0.03
0.89,0.05,-0.2
0.9,-0.09,-0.22
1.22,0.38,-0.15
1.29,0.75,0.12
1.11,-0.26,-0.21
1.0,0.03,-0.1
0.42,-0.26,0.06
0.85,-0.07,0.91
1.03,-0.66,0.05
0.38,-0.15,-0.24
1.09,0.05,-0.19
0.98,0.14,0.11
0.97,-0.19,0.09
1.08,0.27,0.18
1.01,-0.06,-0.11
1.26,0.52,-0.26
0.82,-0.19,-0.17
0.58,-0.46,0.16
1.24,0.56,0.43
2.08,-0.33,-0.6
0.98,-0.07,-0.24
0.98,-0.05,-0.14
1.04,-0.2,0.09
1.23,0.34,0.08
1.46,0.24,0.26
1.1,-0.19,-0.17
0.99,0.33,0.1
0.42,-0.47,0.16
1.09,0.05,1.0
0.84,-0.18,-0.47
0.46,-0.37,-0.29
1.25,0.06,0.41
0.75,0.04,-0.07
1.23,-0.01,0.01
1.31,1.02,0.38
1.19,-0.56,-0.12
0.7,-0.01,-0.12
0.4,-0.03,0.15
1.53,-0.05,1.83
0.6,-0.58,-0.5
1.11,-0.3,-0.49
1.1,0.26,-0.29
0.99,-0.11,0.47
0.99,0.36,-0.07
1.45,0.23,0.18
1.16,-0.24,0.17
0.63,-0.5,0.07
0.27,0.03,0.04
2.76,0.3,1.23
0.71,-0.51,-0.15
0.56,-0.04,-0.41
0.88,-0.06,-0.1
1.03,0.14,-0.04
1.36,0.15,0.02
1.5,0.39,0.15
1.34,-0.45,0.07
0.5,0.05,0.04
0.32,-0.12,0.04
2.55,-0.02,1.05
0.33,0.14,0.91
1.0,-0.09,-0.43
1.15,-0.02,0.23
0.81,0.25,-0.02
1.11,0.37,-0.18
1.43,0.21,0.1
1.45,-1.07,0.16
0.52,-0.22,0.04
0.3,0.09,0.02
1.9,-0.11,0.76
0.23,-0.16,-0.53
1.86,0.34,-0.28
0.97,-0.11,-0.27
1.04,0.18,0.02
1.14,0.39,0.01
1.47,0.0,0.14
1.69,-0.47,0.21
0.55,-0.16,-0.03
0.32,0.18,0.34
1.6,-0.4,0.59
1.16,-0.54,-0.37
0.95,-0.75,0.9
1.21,0.1,0.29
0.8,-0.13,-0.01
1.07,-0.18,-0.05
1.7,-0.02,0.51
0.77,0.03,-0.32
0.94,-0.05,0.08
